pub_date,category,puborg,pcode,childtype,title,url,summary
2026-05-30,国务院公报,,,,中华人民共和国交通运输部令（2026年第7号） 交通运输部关于修改《放射性物品道路运输管理规定》的决定 放射性物品道路运输管理规定,https://www.gov.cn/gongbao/2026/issue_12766/202605/content_7070599.html,交通运输部关于修改《放射性物品 道路运输管理规定》的决定 （2026年1月30日经交通运输部部务会议通过 2026年2月6日交通运输部令2026年第7号公布 自2026年3月20日起施行） 交通运输部...
2026-05-30,国务院公报,,,,中华人民共和国工业和信息化部令（第74号） 通信短信息服务管理规定,https://www.gov.cn/gongbao/2026/issue_12766/202605/content_7070600.html,通信短信息服务管理规定 （2025年12月1日经工业和信息化部部务会议审议通过 2026年2月9日工业和信息化部令第74号公布 自2026年5月1日起施行） 第一章 总 则 第一条 为了加强通信短信...
2026-05-30,国务院公报,,,,中华人民共和国国家发展和改革委员会令（第40号） 粮食流通行政执法办法,https://www.gov.cn/gongbao/2026/issue_12766/202605/content_7070601.html,粮食流通行政执法办法 （2026年2月5日经国家发展改革委委务会议审议通过 2026年2月9日国家发展改革委令第40号公布 自2026年4月1日起施行） 第一章 总 则 第一条 为深入贯彻落实党中央...
2026-05-30,国务院公报,,,,中华人民共和国国务院令（第839号） 中华人民共和国矿产资源法实施条例,https://www.gov.cn/gongbao/2026/issue_12766/202605/content_7070602.html,中华人民共和国国务院令 第 839 号 《中华人民共和国矿产资源法实施条例》已经2026年5月9日国务院第85次常务会议通过，现予公布，自2026年6月15日起施行。 总 理 李 强 20...
2026-05-30,国务院公报,,,,国家市场监督管理总局令（第126号） 商业秘密保护规定,https://www.gov.cn/gongbao/2026/issue_12766/202605/content_7070596.html,商业秘密保护规定 （2025年12月8日经市场监管总局局务会议通过 2026年2月24日市场监管总局令第126号公布 自2026年6月1日起施行） 第一条 为了加强商业秘密保护，维护公平竞争的市场秩序...
2026-05-29,政策解读,,,,未来5年预计将投资5万亿元，建设改造城市地下管网约77万公里,https://www.gov.cn/zhengce/202605/content_7070609.htm,
2026-05-29,政策解读,,,,未来5年新开工改造城镇老旧小区11.5万个，优先改造这些小区！,https://www.gov.cn/zhengce/202605/content_7070608.htm,
2026-05-29,政策解读,,,,未来5年，你的城市将有这些新变化！,https://www.gov.cn/zhengce/202605/content_7070592.htm,国务院日前印发《城市更新“十五五”规划》，明确了“十五五”时期城市更新工作的目标指标、重点任务、重大工程和政策举措。未来5年，你的城市将有哪些变化？一起看—— 建设“好房子”，调高层高、提高隔声性能 ...
2026-05-29,政策解读,,,,国务院日前发文，“十五五”时期城市更新主要指标公布！,https://www.gov.cn/zhengce/202605/content_7070598.htm,
2026-05-29,政策解读,,,,“十五五”高质量推进城市更新有了“路线图”“任务书”,https://www.gov.cn/zhengce/202605/content_7070588.htm,新华社北京5月28日电 题：“十五五”高质量推进城市更新有了“路线图”“任务书” 新华社记者 王优玲 城市是现代化建设的重要载体、人民幸福生活的重要空间。国务院日前印发《城市更新“十五五”规划》，明确...
2026-05-29,国务院文件,国务院,国函〔2026〕45号,公安、安全、司法\司法,国务院关于同意在粤港澳大湾区内地九市暂时调整实施有关行政法规规定的批复,https://www.gov.cn/zhengce/zhengceku/202605/content_7070623.htm,国务院关于同意在粤港澳大湾区内地九市 暂时调整实施有关行政法规规定的批复 国函〔2026〕45号 广东省人民政府，司法部、交通运输部、海关总署、国务院港澳办： 你们关于对暂时入出内地的相关港澳游艇实行...
2026-05-28,国务院文件,国务院,国发〔2026〕12号,城乡建设、环境保护\城市规划,国务院关于印发《城市更新“十五五”规划》的通知,https://www.gov.cn/zhengce/zhengceku/202605/content_7070540.htm,国务院关于印发《城市更新 “十五五”规划》的通知 国发〔2026〕12号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 现将《城市更新“十五五”规划》印发给你们，请认真贯彻执行。 国务院 ...
2026-05-28,国务院文件,国务院办公厅,国办函〔2026〕48号,国民经济管理、国有资产监管\统计,国务院办公厅关于开展第三次全国残疾人抽样调查的通知,https://www.gov.cn/zhengce/zhengceku/202605/content_7070515.htm,国务院办公厅关于开展 第三次全国残疾人抽样调查的通知 国办函〔2026〕48号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 根据《中华人民共和国残疾人保障法》、《中华人民共和国统计法》有...
2026-05-28,国务院部门文件,自然资源部 国家发展改革委 科技部 工业和信息化部 国家卫生健康委 市场监管总局 国家中医药局 国家药监局,自然资发〔2026〕77号,国土资源、能源\海洋,关于加快海洋药物和功能制品高质量发展的指导意见,https://www.gov.cn/zhengce/zhengceku/202605/content_7070561.htm,自然资源部 国家发展改革委 科技部 工业和信息化部 国家卫生健康委 市场监管总局 国家中医药局 国家药监局关于加快海洋药物和功能制品高质量发展的指导意见 自然资发〔2026〕77号 沿海省、自治区、直...
2026-05-27,政策解读,,,,完善就业支持和公共服务体系，解决好住房等问题——让新市民享有更美好生活,https://www.gov.cn/zhengce/202605/content_7070775.htm,《关于推行常住地提供基本公共服务的实施意见》近日发布，这是国家层面首次围绕常住地提供基本公共服务出台的专门文件。5月26日，国务院新闻办举行国务院政策例行吹风会，有关部门负责同志介绍了相关情况。 我国...
2026-05-26,政策解读,,,,国务院政策例行吹风会介绍《关于推行常住地提供基本公共服务的实施意见》有关情况,https://www.gov.cn/xinwen/2026zccfh/8/index.htm,
2026-05-26,政策解读,,,,我国加力提升未落户常住人口基本公共服务水平,https://www.gov.cn/zhengce/202605/content_7070317.htm,今天（5月26日），国务院新闻办举行国务院政策例行吹风会，国家发展改革委、教育部、民政部、人力资源社会保障部、住房城乡建设部、国家医保局有关负责人介绍《关于推行常住地提供基本公共服务的实施意见》相关情...
2026-05-26,政策解读,,,,未落户常住人口好消息！多部门发布,https://www.gov.cn/zhengce/202605/content_7070312.htm,国务院新闻办公室于5月26日下午3时举行国务院政策例行吹风会，请国家发展改革委、教育部、民政部、人力资源社会保障部、住房城乡建设部、国家医保局有关负责人介绍《关于推行常住地提供基本公共服务的实施意见》...
2026-05-26,政策解读,,,,部分市县将公租房保障范围扩大到了农民工,https://www.gov.cn/zhengce/202605/content_7070304.htm,
2026-05-26,政策解读,,,,外地户籍儿童参保后同本地儿童享受同等医保待遇,https://www.gov.cn/zhengce/202605/content_7070305.htm,
2026-05-26,政策解读,,,,子女教育、公租房、居住证……@未落户常住人口，有好消息！,https://www.gov.cn/zhengce/202605/content_7070303.htm,
2026-05-26,政策解读,,,,推广居住证互通互认、常住年限或常住积分转换,https://www.gov.cn/zhengce/202605/content_7070306.htm,
2026-05-26,政策解读,,,,足额支付报酬、一般不安排加班……超龄劳动者权益这样保障,https://www.gov.cn/zhengce/202605/content_7070302.htm,
2026-05-26,政策解读,,,,提升基本公共服务均等化水平 满足人民美好生活需要——国务院政策例行吹风会介绍《关于推行常住地提供基本公共服务的实施意见》有关情况,https://www.gov.cn/zhengce/202605/content_7070300.htm,新华社北京5月26日电 题：提升基本公共服务均等化水平 满足人民美好生活需要——国务院政策例行吹风会介绍《关于推行常住地提供基本公共服务的实施意见》有关情况 新华社记者魏弘毅 近日，国务院印发的《关于...
2026-05-23,政策解读,,,,新兴动能壮大、市场效益改善、外贸结构优化——三方面看经济活力韧性,https://www.gov.cn/zhengce/202605/content_7070002.htm,5月22日，国家发展改革委召开月度新闻发布会，相关负责人就4月份宏观经济走势、物价运行、能源保供等热点问题回应了社会关切。国家发展改革委政策研究室副主任、委新闻发言人李超在会上表示，国家发展改革委将加...
2026-05-22,政策解读,,,,教育部公示！拟同意设置34所新大学,https://www.gov.cn/zhengce/202605/content_7069998.htm,
2026-05-22,政策解读,,,,促进未落户常住人口与户籍人口同等享有基本公共服务，国务院发文！,https://www.gov.cn/zhengce/202605/content_7069997.htm,
2026-05-22,政策解读,,,,用足用好宏观政策 不断完善政策工具箱——国家发展改革委解读经济热点,https://www.gov.cn/zhengce/202605/content_7069988.htm,新华社北京5月22日电 题：用足用好宏观政策 不断完善政策工具箱——国家发展改革委解读经济热点 新华社记者魏玉坤、何晓 今年以来，我国经济运行情况如何？下阶段物价走势如何？围绕经济热点问题，国家发展改...
2026-05-22,政策解读,,,,促进未落户常住人口与户籍人口同等享有基本公共服务，国务院发文→,https://www.gov.cn/zhengce/202605/content_7069981.htm,国务院日前印发《关于推行常住地提供基本公共服务的实施意见》，提出由常住地提供基本公共服务，逐步消除基本公共服务与户籍挂钩因素，促进未落户常住人口与户籍人口同等享有基本公共服务。关于随迁子女教育、住房保...
2026-05-22,政策解读,,,,因地制宜、分类施策 提升生态保护补偿综合效益——解读《推进生态综合补偿实施方案》,https://www.gov.cn/zhengce/202605/content_7069975.htm,新华社北京5月22日电 题：因地制宜、分类施策 提升生态保护补偿综合效益——解读《推进生态综合补偿实施方案》 新华社记者魏玉坤 近日，经中央深改委审议通过，并经国务院同意，国家发展改革委、财政部联合印...
2026-05-22,政策解读,,,,国家发展改革委有关负责同志就《推进生态综合补偿实施方案》答记者问,https://www.gov.cn/zhengce/202605/content_7069939.htm,近日，经中央深改委审议通过，并经国务院同意，国家发展改革委、财政部联合印发了《推进生态综合补偿实施方案》（以下简称《方案》）。国家发展改革委有关负责同志就《方案》接受采访，回答记者提问。 问：《方案》...
2026-05-22,政策解读,,,,国务院常务会议解读 | 国务院常务会议研究推进全国统一大市场建设有关工作,https://www.gov.cn/zhengce/202605/content_7069907.htm,新华社北京5月21日电（记者 魏弘毅）建设全国统一大市场是构建新发展格局、推动高质量发展的需要。5月21日召开的国务院常务会议，研究推进全国统一大市场建设有关工作。 会议指出，要纵深推进相关制度建设，...
2026-05-22,国务院文件,国务院,国发〔2026〕11号,综合政务\其他,国务院关于推行常住地提供基本公共服务的实施意见,https://www.gov.cn/zhengce/zhengceku/202605/content_7069961.htm,国务院关于推行常住地提供 基本公共服务的实施意见 国发〔2026〕11号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 由常住地提供基本公共服务，逐步消除基本公共服务与户籍挂钩因素，促进未...
2026-05-22,国务院部门文件,国家发展改革委 财政部,发改振兴〔2026〕697号,城乡建设、环境保护\环境监测、保护与治理,国家发展改革委 财政部关于印发《推进生态综合补偿实施方案》的通知,https://www.gov.cn/zhengce/zhengceku/202605/content_7069946.htm,国家发展改革委 财政部关于印发《推进生态综合补偿实施方案》的通知 发改振兴〔2026〕697号 各省、自治区、直辖市人民政府，新疆生产建设兵团，国务院有关部门： 经国务院同意，现将《推进生态综合补偿实...
2020-12-15,政策解读,,,,互联网保险有了新规范,http://www.gov.cn/zhengce/2020-12/15/content_5569465.htm,为规范互联网保险业务，有效防范风险，保护消费者合法权益，提升保险业服务实体经济和社会民生的水平，日前，银保监会发布实施了《互联网保险业务监管办法》（简称《办法》）。 据了解，《办法》共5章83条，具体...
2020-12-15,政策解读,,,,我国将在全国实施动产和权利担保统一登记,http://www.gov.cn/zhengce/2020-12/15/content_5569670.htm,新华社北京12月15日电（记者 李延霞）14日召开的国务院常务会议决定，在全国实施动产和权利担保统一登记。 会议指出，为优化营商环境、促进金融更好服务实体经济特别是中小微企业，近几年在部分省市开展了动...
2020-12-15,国务院文件,国务院,国函〔2020〕166号,国民经济管理、国有资产监管\经济体制改革,国务院关于同意设立新疆塔城重点开发开放试验区的批复,http://www.gov.cn/zhengce/zhengceku/2020-12/15/content_5569563.htm,国务院关于同意设立新疆塔城 重点开发开放试验区的批复 国函〔2020〕166号 新疆维吾尔自治区人民政府、新疆生产建设兵团、国家发展改革委： 《国家发展改革委关于批准设立新疆塔城重点开发开放试验区的请...
2020-12-15,国务院部门文件,中国人民银行,中国人民银行公告〔2020〕第18号,财政、金融、审计\银行,中国人民银行公告〔2020〕第18号,http://www.gov.cn/zhengce/zhengceku/2020-12/15/content_5569662.htm,中国人民银行公告 〔2020〕第18号 为维护人民币流通秩序，保障公众使用现金的权益，打造和谐现金流通环境，根据《中华人民共和国中国人民银行法》《中华人民共和国人民币管理条例》等相关法律法规，结合《国...
2020-12-15,国务院部门文件,教育部,教社科〔2020〕3号,科技、教育\教育,教育部印发《关于破除高校哲学社会科学研究评价中“唯论文”不良导向的若干意见》的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/15/content_5569588.htm,教育部印发《关于破除高校哲学社会科学研究评价中“唯论文”不良导向的若干意见》的通知 教社科〔2020〕3号 各省、自治区、直辖市教育厅（教委），新疆生产建设兵团教育局，有关部门（单位）教育司（局），部...
2020-12-15,国务院部门文件,林草局,林沙发〔2020〕107号,农业、林业、水利\林业,国家林业和草原局关于印发《创建全国防沙治沙综合示范区实施方案》和《全国防沙治沙综合示范区考核验收办法》的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/15/content_5569527.htm,国家林业和草原局关于印发《创建全国防沙治沙综合示范区实施方案》和 《全国防沙治沙综合示范区考核验收办法》的通知 林沙发〔2020〕107号 各有关省、自治区、直辖市、新疆生产建设兵团林业和草原主管部门...
2020-12-15,国务院部门文件,交通运输部办公厅,交办运〔2020〕65号,工业、交通\公路,交通运输部办公厅关于进一步做好总质量4500千克及以下普通货运车辆“放管服”改革有关工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/15/content_5569525.htm,交通运输部办公厅关于进一步做好总质量4500千克及以下普通货运车辆“放管服”改革有关工作的通知 交办运〔2020〕65号 各省、自治区、直辖市、新疆生产建设兵团交通运输厅（局、委）： 为深入贯彻落实《...
2020-12-14,政策解读,,,,壮大新业态 就业路更宽,http://www.gov.cn/zhengce/2020-12/14/content_5569230.htm,创造新职业岗位、培育新个体经济 壮大新业态 就业路更宽 国家发改委等部门近期联合印发《关于支持新业态新模式健康发展 激活消费市场带动扩大就业的意见》，提出鼓励发展新个体经济，开辟就业新空间。 新业态、...
2020-12-14,国务院文件,国务院办公厅,国办函〔2020〕115号,工业、交通\邮政,国务院办公厅转发国家发展改革委等部门关于加快推进快递包装绿色转型意见的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/14/content_5569345.htm,国务院办公厅转发国家发展改革委等部门 关于加快推进快递包装绿色转型意见的通知 国办函〔2020〕115号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 国家发展改革委、国家邮政局、工业和信...
2020-12-14,国务院部门文件,银保监会,银行保险监督管理委员会令2020年第13号,财政、金融、审计\保险,互联网保险业务监管办法,http://www.gov.cn/zhengce/zhengceku/2020-12/14/content_5569402.htm,中国银行保险监督管理委员会令 （2020年第13号） 《互联网保险业务监管办法》已于2020年9月1日经中国银保监会2020年第11次委务会议通过。现予公布，自2021年2月1日起施行。 主席 郭树清...
2020-12-14,国务院部门文件,卫生健康委 全国老龄办,国卫老龄发〔2020〕23号,卫生、体育\其他,关于开展示范性全国老年友好型社区创建工作的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/14/content_5569385.htm,关于开展示范性全国老年友好型社区创建工作的通知 国卫老龄发〔2020〕23号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委（老龄办）： 为贯彻落实党中央、国务院关于实施积极应对人口老龄化国家战略的...
2020-12-13,政策解读,,,,惠民惠农财政补贴资金 “一卡”领取,http://www.gov.cn/zhengce/2020-12/13/content_5569141.htm,从源头上解决“卡出多行”“人卡分离”等问题，惠民惠农—— 财政补贴资金 “一卡”领取 最低生活保障金、困难残疾人生活补助、农机购置补贴……近年来，随着国家惠民惠农政策力度不断加大，大量财政补贴资金通过...
2020-12-12,政策解读,,,,《全国公共卫生信息化建设标准与规范(试行)》解读,http://www.gov.cn/zhengce/2020-12/12/content_5569037.htm,为贯彻落实党中央、国务院关于改革完善疾病预防控制体系，建设平战结合的重大疫情防控救治体系，切实提高应对突发重大公共卫生事件的能力和水平的重要部署，综合考虑国内外发展趋势和我国的发展条件，紧紧抓住我国公...
2020-12-12,政策解读,,,,中央开的这个会，为2021年经济工作定了调,http://www.gov.cn/zhengce/2020-12/12/content_5569009.htm,新华社北京12月11日电 题：中央开的这个会，为2021年经济工作定了调 新华社记者 陈炜伟、刘红霞、吴雨 2020年收官，中国经济交出怎样的答卷？2021年将启，经济形势怎么看，经济工作怎么干？ 中...
2020-12-12,国务院部门文件,卫生健康委办公厅 中医药局办公室,国卫办规划发〔2020〕21号,卫生、体育\卫生,关于印发全国公共卫生信息化建设标准与规范（试行）的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/12/content_5569035.htm,关于印发全国公共卫生信息化建设标准与规范（试行）的通知 国卫办规划发〔2020〕21号 各省、自治区、直辖市及新疆生产建设兵团卫生健康委、中医药局，委(局)机关各司局，委(局)相关直属和联系单位： 为...
2020-12-12,国务院部门文件,交通运输部办公厅,交办办〔2020〕61号,综合政务\其他,交通运输部办公厅关于印发《交通运输政务服务“好差评”工作管理办法（试行）》的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/12/content_5569038.htm,交通运输部办公厅关于印发 《交通运输政务服务“好差评”工作管理办法（试行）》的通知 交办办〔2020〕61号 部属各单位、部内各司局： 经交通运输部同意，现将《交通运输政务服务“好差评”工作管理办法（...
2020-12-11,政策解读,,,,聚焦《关于深入推进“互联网+医疗健康”“五个一”服务行动的通知》：一大波“民生减负”来袭，这些看病就医不再那么麻烦了！,http://www.gov.cn/zhengce/2020-12/11/content_5568929.htm,新华社北京12月11日电 题：一大波“民生减负”来袭，这些看病就医不再那么麻烦了！——聚焦《关于深入推进“互联网+医疗健康”“五个一”服务行动的通知》 新华社记者王琳琳 跨院看病重复拍片、一院一卡互不...
2020-12-11,国务院文件,国务院,国令第732号,综合政务\其他,国务院关于修改和废止部分行政法规的决定,http://www.gov.cn/zhengce/zhengceku/2020-12/11/content_5568885.htm,中华人民共和国国务院令 第732号 现公布《国务院关于修改和废止部分行政法规的决定》，自公布之日起施行。 总 理 李克强 2020年11月29日 国务院关于修改和废止部分行政法规的决定 为了贯彻实施...
2020-12-11,国务院部门文件,文化和旅游部,文旅市场发〔2020〕86号,商贸、海关、旅游\其他,文化和旅游部关于进一步优化营商环境推动互联网上网服务行业规范发展的通知,http://www.gov.cn/zhengce/zhengceku/2020-12/11/content_5568870.htm,文化和旅游部关于进一步优化营商环境推动互联网上网服务行业规范发展的通知 文旅市场发〔2020〕86号 各省、自治区、直辖市文化和旅游厅（局），新疆生产建设兵团文化体育广电和旅游局: 近年来，各地不断推...
2020-12-10,政策解读,,,,国税总局进一步简便优化部分纳税人个税预扣预缴方法——个税预扣缴明年起有新变化,http://www.gov.cn/zhengce/2020-12/10/content_5568589.htm,个税预扣缴有了新变化。国家税务总局日前发布《关于进一步简便优化部分纳税人个人所得税预扣预缴方法的公告》，对全年收入不超过6万元的纳税人简化个税预扣预缴方式，避免“先预缴、再退税”的麻烦，并自2021年...
2020-12-10,政策解读,,,,我国有了首部医保监管条例草案,http://www.gov.cn/zhengce/2020-12/10/content_5568730.htm,新华社北京12月10日电（记者 屈婷）我国医疗保障领域有了第一部条例。国务院常务会议9日通过的《医疗保障基金使用监督管理条例（草案）》，将改变我国医保基金监管工作缺乏专门法律法规的局面，有力推动医保领...
2020-12-10,政策解读,,,,国常会通过医疗保障基金使用条例，定调商业健康保险、商业养老保险发展,http://www.gov.cn/zhengce/2020-12/10/content_5568690.htm,中国政府网消息，12月9日，国务院常务会议部署促进人身保险扩面提质稳健发展的措施，满足人民群众多样化需求；通过《医疗保障基金使用监督管理条例（草案）》和《排污许可管理条例（草案）》。 其中，会议指出，...
2020-12-10,国务院公报,,,,国务院关于深入开展爱国卫生运动的意见,http://www.gov.cn/gongbao/content/2020/content_5567746.htm,国务院关于深入开展爱国卫生运动的意见 国发〔2020〕15号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 爱国卫生运动是我们党把群众路线运用于卫生防病工作的成功实践，是贯彻预防为主方针的...
2020-12-10,国务院公报,,,,国务院办公厅印发关于切实解决老年人运用智能技术困难实施方案的通知 关于切实解决老年人运用智能技术困难的实施方案,http://www.gov.cn/gongbao/content/2020/content_5567747.htm,国务院办公厅印发关于切实解决 老年人运用智能技术困难实施方案的通知 国办发〔2020〕45号 各省、自治区、直辖市人民政府，国务院各部委、各直属机构： 《关于切实解决老年人运用智能技术困难的实施方案》...
2020-12-10,国务院公报,,,,国家市场监督管理总局令（第31号） 国家市场监督管理总局关于修改部分规章的决定,http://www.gov.cn/gongbao/content/2020/content_5567755.htm,国家市场监督管理总局令 第 31 号 《国家市场监督管理总局关于修改部分规章的决定》已于2020年10月20日经国家市场监督管理总局2020年第9次局务会议审议通过，现予公布，自公布之日起施行。 局 ...
2020-12-10,国务院公报,,,,国家市场监督管理总局令（第32号） 规范促销行为暂行规定,http://www.gov.cn/gongbao/content/2020/content_5567756.htm,国家市场监督管理总局令 第 32 号 《规范促销行为暂行规定》已于2020年1月15日经国家市场监督管理总局2020年第1次局务会议审议通过，现予公布，自2020年12月1日起施行。 局 长 张 工...
2020-12-10,国务院公报,,,,国家市场监督管理总局令（第30号） 经营者集中审查暂行规定,http://www.gov.cn/gongbao/content/2020/content_5567754.htm,国家市场监督管理总局令 第 30 号 《经营者集中审查暂行规定》已于2020年10月20日经国家市场监督管理总局2020年第9次局务会议审议通过，现予公布，自2020年12月1日起施行。 局 长 张...
2020-12-10,国务院公报,,,,中国人民银行令（〔2020〕第5号） 中国人民银行金融消费者权益保护实施办法,http://www.gov.cn/gongbao/content/2020/content_5567753.htm,中 国 人 民 银 行 令 〔2020〕 第 5 号 《中国人民银行金融消费者权益保护实施办法》已经2020年9月1日中国人民银行2020年第6次行务会议审议通过，现予发布，自2020年11月1日起施...
